0.9094 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
19.1208 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=131, pos=array([ 0.30122218, -0.12868845]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
19.1386 	EXP 	distr: autoDraw = True
19.1386 	EXP 	distr: autoDraw = True
19.1386 	EXP 	distr: autoDraw = True
19.1386 	EXP 	distr: autoDraw = True
19.1386 	EXP 	distr: autoDraw = True
19.1386 	EXP 	fixation: autoDraw = True
19.1386 	EXP 	target: autoDraw = True
21.8770 	DATA 	Mouse: Left button down, pos=(408,79)
21.8788 	DATA 	Mouse:  Left button up, pos=(408,79)
22.7598 	DATA 	Mouse: Left button down, pos=(408,79)
22.7659 	EXP 	New trial (rep=1, index=0): None
22.7679 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=14, pos=array([ 0.07207293, -0.09837114]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7692 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=16, pos=array([0.4167575 , 0.25954575]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7706 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=172, pos=array([-0.22207246,  0.25585367]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7718 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=183, pos=array([-0.23005396, -0.43260455]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7732 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=243, pos=array([0.41662813, 0.36224946]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7746 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=258, pos=array([0.41807357, 0.21976971]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7759 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=306, pos=array([ 0.25465295, -0.24925521]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7772 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=126, pos=array([-0.21036092, -0.26481302]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7784 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=229, pos=array([0.12162015, 0.1128402 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7796 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=224, pos=array([ 0.35439185, -0.01264339]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
22.7870 	EXP 	fixation: autoDraw = False
22.7870 	EXP 	target: autoDraw = False
22.7870 	EXP 	distr: autoDraw = False
22.7870 	EXP 	distr: autoDraw = False
22.7870 	EXP 	distr: autoDraw = False
22.7870 	EXP 	distr: autoDraw = False
22.7870 	EXP 	distr: autoDraw = False
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	distr: autoDraw = True
22.7870 	EXP 	fixation: autoDraw = True
22.7870 	EXP 	target: autoDraw = True
22.9360 	DATA 	Mouse:  Left button up, pos=(408,79)
24.2699 	DATA 	Mouse: Left button down, pos=(343,245)
24.2791 	EXP 	New trial (rep=2, index=0): None
24.2811 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=242, pos=array([0.38076048, 0.1194534 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
24.2825 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=277, pos=array([0.47168803, 0.48652294]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
24.2838 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=99, pos=array([ 0.24864282, -0.31285633]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
24.2851 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=332, pos=array([ 0.21660169, -0.04900562]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
24.2864 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=83, pos=array([0.08083049, 0.4391794 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
24.2925 	EXP 	fixation: autoDraw = False
24.2925 	EXP 	target: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = False
24.2925 	EXP 	distr: autoDraw = True
24.2925 	EXP 	distr: autoDraw = True
24.2925 	EXP 	distr: autoDraw = True
24.2925 	EXP 	distr: autoDraw = True
24.2925 	EXP 	distr: autoDraw = True
24.2925 	EXP 	fixation: autoDraw = True
24.2925 	EXP 	target: autoDraw = True
24.3998 	DATA 	Mouse:  Left button up, pos=(343,245)
25.7191 	DATA 	Mouse: Left button down, pos=(844,455)
25.7295 	EXP 	New trial (rep=3, index=0): None
25.7315 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=59, pos=array([0.49562921, 0.4814976 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7329 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=219, pos=array([-0.08751593,  0.09254716]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7343 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=152, pos=array([0.2087387 , 0.01970379]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7356 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=228, pos=array([0.03897513, 0.30597823]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7369 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=15, pos=array([-0.10807865, -0.03555948]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7383 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=41, pos=array([-0.41310445, -0.04549361]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7396 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=336, pos=array([-0.26065429,  0.06904902]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7409 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=45, pos=array([0.00383867, 0.00427031]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7422 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=302, pos=array([-0.40937049, -0.03209613]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7434 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=10, pos=array([0.43911665, 0.44147946]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
25.7507 	EXP 	fixation: autoDraw = False
25.7507 	EXP 	target: autoDraw = False
25.7507 	EXP 	distr: autoDraw = False
25.7507 	EXP 	distr: autoDraw = False
25.7507 	EXP 	distr: autoDraw = False
25.7507 	EXP 	distr: autoDraw = False
25.7507 	EXP 	distr: autoDraw = False
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	distr: autoDraw = True
25.7507 	EXP 	fixation: autoDraw = True
25.7507 	EXP 	target: autoDraw = True
25.8430 	DATA 	Mouse:  Left button up, pos=(844,455)
27.6527 	DATA 	Mouse: Left button down, pos=(494,818)
27.6629 	EXP 	New trial (rep=4, index=0): None
27.6649 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=267, pos=array([ 0.44598444, -0.04468827]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6662 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=10, pos=array([-0.15201693,  0.23124787]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6675 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=281, pos=array([-0.36683606,  0.3473654 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6688 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=26, pos=array([0.100139, 0.341738]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6702 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=218, pos=array([-0.36099976,  0.03570916]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
27.6763 	EXP 	fixation: autoDraw = False
27.6763 	EXP 	target: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
27.6763 	EXP 	distr: autoDraw = False
